time,vtec_median,vtec_mean,nsat,station,station_lat_deg,station_lon_deg
2026-01-27 00:00:00,12.937788826377663,12.383237139018581,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:00:30,12.368579224157102,12.12516659306337,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:01:00,12.504598687051782,12.148727950909372,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:01:30,12.921811829528876,12.230306885693992,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:02:00,13.703004084590736,12.495122137555967,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:02:30,14.017594995746123,12.900386588332461,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:03:00,14.10857469902775,13.017849541036636,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:03:30,13.73868658598074,12.833093806143452,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:04:00,13.49935321742241,12.714138055708657,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:04:30,13.518801339471892,12.764248364938993,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:05:00,13.240820777913601,12.238547953132482,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:05:30,13.090895629308001,12.061219697881704,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:06:00,13.052611088309844,12.324301941647567,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:06:30,13.827526116055125,12.91672030915331,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:07:00,14.49086530028496,13.06054090064808,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:07:30,15.266027272431954,13.05605003463562,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:08:00,15.598506080448274,13.22162433685648,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:08:30,15.635575737707805,13.486834033778415,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:09:00,15.117768832890896,13.311367782929223,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:09:30,14.305977641418664,12.995881142082744,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:10:00,14.073883541808323,13.298118280049039,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:10:30,14.34474389390056,13.779462013945011,4,HKOH,22.247687151338166,114.22855217666016
2026-01-27 00:11:00,14.262035048318076,13.763394200899182,4,HKOH,22.247687151338166,114.22855217666016
